movie_name,movie_id,production_companies_clean,production_budget
Get Me Roger Stone,448448,[],0
AfterDeath,214256,"['Acheron Films', 'Vituhmin Productions']",0
The Bolshoi,437941,[],0
To The Stars By Hard Ways,26873,['Gorky Film Studio'],0
Rock n' Roll Nerd,43414,[],0
Bangkok Hilton,28013,[],0
The Scarlet Flower,81604,['Soyuzmultfilm'],0
Tail Gunner Joe,266135,[],0
Life Cycles,51299,[],0
Kiss at Pine Lake,117878,[],0
The Deserters,36264,"['Hunnia Filmst?§di??', 'Studio Filmowe Zodiak']",0
Perth: The Geylang Massacre,57813,[],0
Paris ?ÿ tout prix,203665,['Mandarin Films'],0
Day of the Full Moon,47033,"['Mosfilm', 'Kuryer']",0
Casper: A Spirited Beginning,39346,['The Harvey Entertainment Company'],0
13 Curses,114047,"['Castelao Producciones', 'Antena 3 Televisi??n']",0
Mia and the Migoo,51000,['Folimage'],0
T2 3-D: Battle Across Time,65595,[],0
?­???ý?æ¥?¥??æ?«?«?? ¥?æ¥?¥??æ?ú?«??,270908,[],0
White Bim Black Ear,63899,['Gorky Film Studios'],0
A Man with Warranty,138724,['Enjoy Movies'],0
8 First Dates,98581,['Etalon film'],0
Stone,89070,['Slava Film'],0
Paris Express,40194,"['M6 Films', 'EuropaCorp']",0
Payback: Straight Up,421550,['Icon Entertainment International'],90000000
No Need to Grieve,66084,['FokusFilm'],0
Hooked on the Game 2. The Next Level,37851,[],3500000
We Are from the Future 2,36699,['A-1 Kino Video'],0
World Builder,53268,[],0
Lovey-Dovey 2,62732,"['Real Dakota', 'Interfest']",3000000
Love and the City 2,47812,"['???æ???¨???¯??¥\x81', '???ý?ø¥?¥??ø?¯-95']",0
The Interceptor,36698,"['PS TVC Studio', 'Rus-Media', 'StuntArt.ru']",7000000
Hooked on the Game,37656,[],3500000
God of Gamblers,16269,"[""Win's Movie Productions Ltd.""]",0
Sea Monsters: A Prehistoric Adventure,16322,[],0
Nightmare City 2035,14210,"['Camera', 'L&P Productions']",0
High Security Vacation,41978,"['Film Direction', '20th Century Fox Russia']",5000000
Boone: The Bounty Hunter,456781,"['Killion Street', 'Hoplite Entertainment']",0
Pitbull Tough Women,425961,[],0
Pigs,18575,['Studio Filmowe Zebra'],0
Psy II: Ostatnia krew,24769,[],0
Demons of War,38373,"['Vision Films', 'Wytw??rnia Film??w Dokumentalnych i Fabularnych (Warszawa) (wsp??\x8f?praca produkcyjna)', 'Polsat (wsp??\x8f?praca produkcyjna)']",0
Despicable Me 3,324852,['Illumination Entertainment'],80000000
The Last Family,408292,['Aurum Film'],0
Karbala,361597,"['Agora Films', 'Bulgarian National Film Center']",3200000
Lucifer,299001,['Minds Meet'],0
Walpurgis,375746,[],0
Shivering Trunks,441826,[],0
War Don Don,102935,"['Naked Edge Films', 'Racing Horse Productions']",0
Restart,376934,[],0
"Oh, Bomb!",87296,['Toho Company'],0
The Salamander,62978,"['Filmograph S.A.', 'Forum Films', 'Svocine']",0
Bachelor Games,351067,"['Art4noise', 'Strike Films', 'Lex Filmed Entertainment']",0
We Are X,376391,"['Passion Pictures', 'Prettybird']",0
Rock Dog,333667,"['Reel FX Creative Studios', 'Dream Factory Group', 'Mandoo Pictures', 'Huayi Tencent Entertainment Company', 'Eracme Entertainment']",60000000
???¯?æ?«¥??§?ø,44839,"['Real Dakota', 'Interfest']",5000000
Last Year's Snow Was Falling,145760,['Ekran'],0
Nevalyashka,62688,['Slovo'],0
D Day,30619,['???æ?«¥?¥??ø?¯ ???ø¥?¥??«?æ¥?¥????¨'],5000000
Investigation Held by Kolobki,213321,['?\xad??¥??ú?¬¥\x9f?¯¥?¥?¥????¯¥??¬'],0
Karlson Returns,72203,['Soyuzmultfilm'],0
Vacations in Prostokvashino,77759,[],0
Winter in Prostokvashino,77762,[],0
The Godfather Trilogy: 1972-1990,364150,[],0
Peculiarities of the National Hunt in the Winter,20883,[],0
Guardian Angels,51191,[],0
The Adventures of Buratino,72211,['Soyuzmultfilm'],0
Bayou,104674,['American National Films'],0
The Levelling,413762,['Wellington Films'],1282545
Clown Service,381054,[],0
Ludo,349138,"['Overdose Joint', 'Starfire Movies', 'Idyabooster']",0
Jasmine Women,44217,"['China Film Group', 'Beijing Jinyinma Movie & TV Culture Co.']",0
The Saga of Biorn,96458,[],0
The New Tenants,47798,[],0
The Necktie,262975,['Office national du film du Canada (ONF)'],0
Tracktown,401164,"['Bay Bridge Productions Inc.', 'Jay Smith Productions', 'Bunkhouse Films']",0
Nobody Knows Sex,137801,['Central Partnership'],0
"There's Good Weather in Deribasovskaya, Or It's Raining Again in Brighton Beach",57776,['Mosfilm'],0
"Hello, I'm Your Aunt!",72611,['Ekran'],0
My Son,118144,"['Cinema Service', 'Film It Suda', 'CJ Entertainment']",0
Picnic,40886,"['Fuji Television Network', 'PONY CANYON']",0
Simon's Cat,264356,[],0
Mythbusters Holiday Special,80617,[],0
Little Forest: Summer/Autumn,294682,['Shochiku'],0
Adventures of Captain Wrongel,74535,[],0
Loneliness in the Net,81213,[],0
Ares,415132,"['Gaumont', 'Cin??france 1888', 'Albertine Productions']",0
The Loves of Hercules,56147,[],0
S&Man,67742,[],0
Roommates Wanted,384371,"['TF1 Films Production', 'Cin??+', 'R??gion Ile-de-France', 'Orange Cin??ma S??ries', 'Centre National de la Cin??matographie (CNC)', 'TF1', 'SND Films', 'Orange Studio', 'Nac Films', 'Someci', 'NT1']",0
Lettre d'une inconnue,380438,[],0
Bleach: The DiamondDust Rebellion,17101,['Studio Pierrot'],0
Reconvers?o,153556,[],0
Wolf Hall,320311,[],0
King Charles III,456187,[],0
The Game of Truth,203780,['Bazelevs Production'],0
Karlsson on the Roof,41493,[],0
The Rifleman of the Voroshilov Regiment,71186,['NTV-PROFIT'],0
Supermassive Black Holes,452922,[],0
From 180 & Taller,62999,[],0
Antikiller 2: Antiterror,41957,[],0
The Heat,71381,['Art Pictures Studio'],0
Law of Corruption,63930,"['Step by Step Film Production', 'Rospofilm']",0
The Jack Bull,16331,"['Home Box Office (HBO)', 'River One Films', 'New Crime Productions']",0
Too Young to Die?,10917,"['Von Zerneck Sertner Films', 'Frank & Bob Films II']",0
Sexy boys,93461,[],0
The Charge,62643,"['Artes Productions', 'New Century Pictures']",0
Comrades in Arms,288126,"['Promark Entertainment Group', 'Cinema Sciences Corporation']",0
The Nude,64199,['United Multimedia Projects'],0
Space Station 3D,18221,"['IMAX', 'National Aeronautics and Space Administration (NASA)', 'Lockheed Martin Corporation']",0
The Dovekeepers,288977,"['CBS Entertainment Productions', 'CBS Television Studios', 'LightWorkers Media']",0
Mommy Dead and Dearest,438446,['HBO Documentary Films'],0
Alcoholist,424208,['Dea Film'],0
Andersonville,21038,['Turner Pictures (I)'],0
Tickling Giants,390319,['Sarkasmos Productions'],0
More Than a Secretary,188996,['Columbia Pictures'],0
Dead Awake,406107,"['Incendiary Features', 'Gama Entertainment Partners', 'Aristar Entertainment']",0
Antikiller D.K,29361,[],2500000
Live and Remember,56820,['Kurier'],0
Platon,71322,[],2500000
Peculiarities of the National Ice Fishing,57779,['Stella Studio'],0
Notre Dame de Paris,56759,[],0
Polar Opposites,59290,[],0
Assassin's Creed: Lineage,26920,['Ubisoft'],0
The Secret Life of Chaos,418047,['BBC Four'],0
The Spy,102197,"['Three T Productions', 'Studio Trite', 'Central Partnership', 'VGTRK', 'Revolution Sun Studios', 'Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)']",6000000
Ticket to Vegas,139300,"['MG Media', 'Red Tie Films', '3 Days in Vegas', 'NG Production']",0
Portal: No Escape,73144,[],0
Cancel Christmas,144712,['Chesler/Perlmutter Productions'],0
The Double,164502,['Enjoy Movies'],2000000
The Private Life of Plants,39137,[],0
????¥??ø ?«?ø ?ý¥??ñ¥??ý?ø?«???æ,340155,[],0
Pirates: Blood Brothers,53945,[],0
Bummer 2,61139,"['CTB Film Company', 'Pygmalion Production']",0
Genius,143380,"['Lenfilm', 'Ladoga']",0
"Hello, We Are Your Cover!",71382,"['Russkoe Schastie Entertainment', 'Studiya Cherepakha']",0
Mechenosets,63838,['Kinokompaniya CTB'],5000000
Countdown,62721,['Rekun TV'],0
Peculiarities of the National Politics,20884,[],0
Body to Body,64805,['Corps ?ÿ corps'],0
Patrioticheskaya Komediya,67545,[],0
Dead Weight,18457,"['France 2 Cin??ma', 'France 3 Cin??ma', 'TPS Cin??ma', 'La Petite Reine', 'Warner Bros.']",0
The Adventures of the Electronic,38329,"['Odessa Film Studios', 'Gosteleradio']",0
Don't Even Think,26841,['Top Line Production'],0
Red Bells Part I: Mexico on Fire,206648,[],0
Men's Games,421741,[],0
Drive,25571,"['Overseas FilmGroup', 'NEO Motion Pictures']",3500000
Bella Mafia,82077,['The K??nigsberg Company'],0
? ?¨??¥¥?¥?¥ ???«?? ?¨¥???¥?«¥?¯??¥¥?,197057,"['?ÿ??¥\x81?§???«???¨¥????§?ø¥?', '???¯?ø???¬?ø?«-?\x9b¥??æ????']",0
??¥??ý???«?ø¥ ?????¯¥,143005,[],0
Paragraph 78: Film One,53086,"['MB Productions', 'Stimul M Production']",0
Kilometer Zero,62997,"['Globus Film Studio', 'Cinemotion Group']",0
Lovey-Dovey,62731,[],0
???ø?¬?æ?«?«?ø¥ ?ñ?ø¥??§?ø,336484,['?\x9d?ø¥??æ ?????«??'],0
Vovka in the Kingdom of Far Far Away,160046,['Soyuzmultfilm'],0
"Film, Film, Film",90001,['Soyuzmultfilm'],0
Olympia 52,186766,[],0
"Mary Poppins, Goodbye",77060,"['Mosfilm', 'Gosteleradio']",0
In the Blood,406808,[],0
The Midwife,439154,"['France 3 Cin??ma', 'Curiosa Films']",0
Odd Job,402907,"['Gaumont', 'Scope Pictures']",0
A Family Man,375183,"['Zero Gravity Management', 'Ascot Elite Home Entertainment']",0
Paris Can Wait,375867,['American Zoetrope'],5000000
The Wizard of Lies,363992,"['HBO Films', 'Tribeca Productions']",0
The Diaries of a School Principal,146414,['Lenfilm Studio'],0
Newsmakers,37695,"['Film i V??st', 'Illusion Film & Television', 'Kino Bez Granits']",4000000
National Geographic: Journey to the Edge of the Universe,17210,"['Pioneer Productions', 'National Geographic']",0
Caravaggio,159810,"['EOS Entertainment', 'Televisi?? de Catalunya (TV3)', 'GMT Productions', 'Institut del Cinema Catal?ÿ (ICC)', 'titania produzioni']",0
Phenomenon II,95190,['ABC Productions'],0
Adventures of Mowgli: The Kidnapping,195065,['Soyuzmultfilm'],0
The Other Side,227462,['Pilot Moscow Animation Studio'],0
Racketeer,76438,[],800000
Sappho,27283,['Yalta-Film'],0
Hitler's Kaput!,52891,['Leopolis'],3000000
The Invincible,29299,['Park Cinema Production'],0
Michou d'Auber,14650,"['TF1 Films Production', 'EuropaCorp.', 'MP Productions']",0
"Chelovek, kotoryy znal vsyo",22495,"['Lean-M', 'U-Film Malta']",0
Longitude,68954,"['Granada Film Productions', 'A&E Television Networks']",0
The Black Hole,19312,"['nu image films', 'Active Entertainment', 'Equity Pictures Medienfonds GmbH & Co. KG III']",3500000
Kiss through the Wall,57207,['Paradiz Prodakshnz'],0
Strayed,62787,['Sataifilm'],0
The Priest,51275,['Pravoslavnaya Encyclopaedia'],0
Avatar: Creating the World of Pandora,111332,['Lightstorm Entertainment'],0
Good Intentions,34417,['Shadowlight Productions'],0
??¥¥?¥? ?§ ¥?æ?ñ?æ,420481,[],0
Glukhar v kino,69976,[],2500000
Evil Angel,35908,[],0
Star Runners,30203,"['NBC Universal Television', 'The Sci-Fi Channel', 'Celestial Production']",0
Out Of Order,51267,['Angel Film'],2200000
Office Romance. Our time,61293,['Leopolis'],5000000
Bablo,78323,[],0
A Quiet Outpost,55998,['Mosfilm'],0
All Inclusive ili Vsyo Vklyucheno,69097,[],0
Kunskapens pris - balladen om den vilsne vandraren,77473,"['Filmpool Nord', 'Film i V??sterbotten', 'Framestation']",0
A Detective Story,24660,['Studio 4?øC'],0
Beyond,24675,['Studio 4?øC'],0
World Record,24960,['Madhouse'],0
Final Flight of the Osiris,24357,['Square USA'],0
August. Eighth,96231,[],16000000
That still Karloson!,100791,['Enjoy Movies'],4000000
Kid's Story,24914,['Studio 4?øC'],0
Program,24959,['Madhouse'],0
Robotropolis,74779,"['Compound B', 'Boku Films']",0
Solovey-Razboynik,148331,['Studio Ortodoks'],0
The Billionaire,77094,['GMM Tai Hub (GTH)'],0
The Jungle,148347,"['Living Films', 'Galaxy Vision']",0
Ghost Recon: Alpha,107170,['Ubisoft'],0
The Storm Gate,26792,['???æ¥?¥????§?ø?¯¥?'],0
Diversant,37603,[],0
The Idiot,444623,[],0
The Infinite Worlds of H.G. Wells,79833,['Hallmark Entertainment'],0
Botsman i Popugay,196633,['Soyuzmultfilm'],0
The Day of the Triffids,64502,"['BBC Wales', 'Canadian Film or Video Production Tax Credit (CPTC)']",15000000
"Lisa, Lisa",56383,['Frederick Productions'],0
Willie Dynamite,46018,['Universal Pictures'],0
Cat in the Brain,30870,['Executive Cine TV'],100000
My Breakfast with Blassie,63624,[],0
Ed Wood: Look Back in Angora,154028,['Rhino Home Video'],0
Donald in Mathmagic Land,19715,['Walt Disney'],0
One Thousand and One Nights,85398,['Mushi Productions'],0
I Eat Your Skin,93890,['Iselin-Tenney Productions Inc.'],0
The Tune,41313,[],0
Hair High,27300,['Plymptoons'],0
Hitler's Folly,400465,[],0
Revengeance,416445,['Plymptoons'],0
Grim Prairie Tales,66706,['East-West Film Partners'],0
"The Barbaric Beast of Boggy Creek, Part II",31263,[],0
Deadly Weapons,50958,['Juri Productions'],0
William S. Burroughs: Commissioner of Sewers,187537,[],0
Irene,109481,"['RKO Radio Pictures', 'Imperadio Pictures Ltd.']",0
In Search of Ancient Astronauts,86594,[],0
The Killing of Satan,74829,['Cinex Films'],0
The Velvet Underground and Nico,73241,['Andy Warhol Films'],0
Henry Miller Asleep & Awake,339445,[],0
SST: Death Flight,264080,['ABC Circle Films'],0
Mighty Jack,264081,[],0
Time of the Apes,47444,[],0
The Slime People,63087,"['Joseph F. Robertson Productions', 'Donald J. Hansen Enterprises']",0
Robot Holocaust,84760,"['Faso Film', 'Beyond Infinity', 'Taryn Productions Inc.']",0
Rocket Attack U.S.A.,113158,[],0
Blame!,409421,['Polygon Pictures'],0
Jungle Goddess,160793,['Lippert Pictures'],0
Lost Continent,44592,['Sigmund Neufeld Productions'],0
The Hellcats,31125,['Gemini American'],0
King Dinosaur,28590,['Zimgor Productions'],0
Extraterrestrial Visitors,28445,[],0
Daddy-O,134732,[],0
The Amazing Colossal Man,43241,['Malibu Productions'],0
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,85854,['Malibu Productions'],0
Star Force: Fugitive Alien II,118155,[],0
Hercules Unchained,39402,"['Lux Film', 'Galatea Film', 'Urania Film', 'Lux Compagnie Cin??matographique de France']",0
Hercules and the Captive Women,42576,"['Comptoir Fran??ais du Film Production (CFFP)', 'SpA Cinematografica']",0
Manhunt in Space,154371,"['Official Films', 'Roland Reed Productions']",0
Crash of Moons,89998,"['Official Films', 'Roland Reed Productions', 'Space Ranger Enterprises']",0
The Eye Creatures,63088,['Azalea Pictures'],0
The Rebel Set,127186,"['Allied Artists Pictures', 'E. & L. Productions']",0
The Human Duplicators,42743,"['Woolner Brothers Pictures Inc.', 'Hugo Grimaldi Film Productions']",0
Labors of Hercules,39400,"['Embassy Pictures Corporation', 'Galatea Film', 'O.S.C.A.R.', 'Urania Film']",0
The Girl in Lovers Lane,89763,"['Robert Roark Productions', 'Brigadier Pictures']",0
Teen-Age Strangler,109097,['Ajay Film Company'],0
The Wild World of Batwoman,31258,['ADPProductions'],0
Radar Secret Service,25953,['Lippert Pictures'],0
12 to the Moon,61702,"['Columbia Pictures Corporation', 'Luna Productions Inc.']",0
Girls Town,43097,['Albert Zugsmith Productions'],0
The Dead Talk Back,92809,['Headliner Productions'],0
Colossus and the Headhunters,198558,"['Alta Vista', 'RCM Produzione Cinematografica']",0
Bloodlust!,22749,['cinegrafik'],0
Code Name: Diamond Head,186584,[],0
The Skydivers,31118,[],0
The Sinister Urge,31286,['Headliner Productions'],0
San Francisco International,278758,['Universal TV'],0
Kitten with a Whip,42786,['Universal Pictures'],0
Racket Girls,89993,"['Arena Productions', 'Screen Classics (II)']",0
High School Big Shot,161088,['Sparta Productions'],0
Night Train to Mundo Fine,31123,['Hollywood Star Pictures'],0
Danger!! Death Ray,84643,['Leda Films Productions S.L.'],0
Santo vs. the Vampire Women,29871,['Filmadora Panamericana'],0
Night of the Blood Beast,109122,"['American International Pictures (AIP)', 'Balboa Productions']",0
The Brute Man,84720,['Universal Pictures'],0
The Thing That Couldn't Die,47001,['Universal International Pictures (UI)'],0
Terror from the Year 5000,49379,['La Jolla Productions'],0
The She-Creature,43312,"['Golden State Productions', 'Selma Enterprises']",0
I Was a Teenage Werewolf,43228,['Sunset Productions'],82000
Father Frost,20932,['Gorky Film Studios'],0
Riding with Death,162042,[],0
Agent for H.A.R.M.,31240,"['Universal Pictures', 'Dimension VI']",0
Prince of Space,62855,"['Toei Company', 'Toei Tokyo']",0
The Horror of Party Beach,42794,['Iselin-Tenney Productions'],0
Invasion of the Neptune Men,31254,[],0
The Projected Man,3210,['Compton Films'],0
Werewolf,87874,['Tozart Publishing Inc.'],350000
The Touch of Satan,31382,['Stupendous Talking Pictures International'],0
Gorgo,40804,['King Brothers Productions'],0
The Final Sacrifice,31129,['Flying Dutchman Productions Ltd.'],1500
Devilfish,28820,"['National Cinematografica', 'Les Films du Griffon', 'Nuova Dania Cinematografica', 'Filmes International']",0
Quest of the Delta Knights,84633,"['Ramsway Ltd.', 'Metro Pictures Productions']",0
Kill 'em All,449503,"['Arramis Films', 'ITN Films', 'March On Productions', ""Kill 'Em All Productions""]",0
Soultaker,31276,"['Victory Pictures Production', 'Park-Schilling Productions Inc.', 'Pacific West Entertainment Group']",0
Merlin's Shop of Mystical Wonders,31244,"['Berton Films', 'Brencam Entertainment']",0
Track of the Moon Beast,31134,[],0
"Hamlet, Prince of Denmark",48209,['Bavaria Atelier'],0
It's Hot In Paradise,31392,[],0
Brides of Blood,77889,['Hemisphere Pictures'],0
Kill Switch,423988,"['FilmNation Entertainment', 'SquareOne Entertainment', 'CTM Films']",1000000
The Bad Batch,316154,"['Annapurna Pictures', 'Vice Films', 'Neon']",6000000
The Stopover,392788,"['ARTE France Cin??ma', 'Archipel 35', 'Blonde Audiovisual Productions']",0
Maigrets Night at the Crossroads,452142,[],0
War for the Planet of the Apes,281338,['Chernin Entertainment'],152000000
My Stepdaughter,357530,[],0
911 Nightmare,412818,"['The Cartel', 'Cartel Pictures']",0
Vampyres,30885,['Lurco Films'],0
Heroes Shed No Tears,69161,[],0
Chronically Metropolitan,414455,[],0
Sophie and the Rising Sun,371743,['Sophie Film'],0
Silent Youth,224404,['Edition Salzgeber & Co. Medien GmbH'],0
Kidnap,293768,"['Ingenious Media', 'Di Bonaventura Pictures', 'Gold Star Films', 'Lotus Entertainment (I)', '606 Films', 'Well Go USA Entertainment', 'Rumble Entertainment']",21000000
Titanic: The Final Word with James Cameron,102041,['Market Road Films'],0
The Rain Children,22502,['MK2 Production'],0
Ustad Hotel,117751,['Magic Frames'],0
Underworld: Endless War,161337,[],0
The Sword Stained with Royal Blood,141461,['Shaw Brothers'],0
This Is Not What I Expected,452413,[],0
Appetites,351868,"['WeBros Entertainment', 'Production Inc', 'Production']",0
Alluda Majaka,76116,[],0
Mordkommission Berlin 1,368342,['Wiedemann & Berg Television'],0
Siberiade,68553,"['Mosfilm', 'Trete Tvorcheskoe Obedinenie']",0
Rosa Chumbe,407575,['Yin Zhang Films'],0
Never So Few,4820,"['Canterbury Productions', 'Metro-Goldwyn-Mayer (MGM)']",0
